link,sentence_number,article_number,text,title
https://www.kompas.id/baca/opini/2021/11/23/konsep-persetujuan-dalam-kekerasan-seksual,kalimat_17,1,"Di dalam konstruksi pasal ini jelas tidak dibutuhkan pembuktian bahwa adanya paksaan persetubuhan seperti dalam halnya pemerkosaan. Kalaupun ada indikasi bahwa si anak bersetuju terhadap persetubuhan tersebut, tetap persetujuan itu tidak menjadi alasan untuk peniadaan tindak pidana kepada pihak yang melakukan persetubuhan dengan anak perempuan.",konsep persetujuan dalam kekerasan seksual
https://www.kompas.id/baca/opini/2021/11/23/konsep-persetujuan-dalam-kekerasan-seksual,kalimat_18,1,"Mengapa persetubuhan terhadap anak tidak membutuhkan unsur paksaan atau tanpa izin karena anak dianggap rentan dengan bujuk rayu dan belum mampu mempertimbangkan risiko yang akan dia alami ketika melakukan persetubuhan, termasuk kehamilan yang tidak dikehendaki, penularan HIV/AIDS, perkawinan anak, eksploitasi berkelanjutan karena adanya stigma-stigma yang kuat dialami oleh anak perempuan akibat hubungan seksual yang telah dilakukannya.",konsep persetujuan dalam kekerasan seksual
https://www.kompas.id/baca/opini/2021/11/23/konsep-persetujuan-dalam-kekerasan-seksual,kalimat_19,1,Konsepsi ”persetujuan” dalam konteks ketidakberdayaan dan posisi rentan khususnya terhadap anak yang tidak dapat dijadikan alasan penuntutan dan kekerasan seksual terhadap anak semakin dikuatkan dalam UU No 35/2014 tentang Perubahan UU No 23/2002 tentang Perlindungan Anak (UUPA).,konsep persetujuan dalam kekerasan seksual
https://www.kompas.id/baca/opini/2021/11/23/konsep-persetujuan-dalam-kekerasan-seksual,kalimat_20,1,Baca juga : Kekerasan Seksual dalam Keluarga di Kota Tegal Melonjak Selama Pandemi,konsep persetujuan dalam kekerasan seksual
https://www.kompas.id/baca/opini/2021/11/23/konsep-persetujuan-dalam-kekerasan-seksual,kalimat_21,1,UUPA menegaskan konsepsi kekerasan (yang memberikan dampak) seksual bukan perbuatan asusila. Perbuatan asusila dalam penafsiran para ahli hukum pidana merujuk pada perbuatan yang tidak senonoh yang bertentangan dengan nilai-nilai dan norma-norma kesusilaan yang dilakukan terhadap anak.,konsep persetujuan dalam kekerasan seksual
https://www.kompas.id/baca/opini/2021/11/23/konsep-persetujuan-dalam-kekerasan-seksual,kalimat_22,1,"Apa yang dapat dikategorikan perbuatan asusila dan perbuatan asusila terhadap anak? Sangat luas: apa pun yang dianggap tidak layak dan bertentangan dengan kepatutan di dalam masyarakat, hal ini dianggap sebagai perbuatan asusila. Dalam konteks asusila, apakah seseorang melakukan sesuatu tanpa izin atau kerelaan bukan suatu yang penting.",konsep persetujuan dalam kekerasan seksual
https://www.kompas.id/baca/opini/2021/11/23/konsep-persetujuan-dalam-kekerasan-seksual,kalimat_23,1,"Apakah perbuatan asusila itu sama dengan kekerasan seksual? Salah satu indikator dari kekerasan seksual adalah perbuatan tersebut dapat memberikan dampak yang beragam pada pihak yang mengalami kekerasan seksual. Sementara asusila, dampak yang menimbulkan kesengsaraan, risiko, ataupun kesakitan lainnya bukan yang menjadi utama.",konsep persetujuan dalam kekerasan seksual
https://www.kompas.id/baca/opini/2021/11/23/konsep-persetujuan-dalam-kekerasan-seksual,kalimat_24,1,"Sebagai contoh, seorang anak perempuan yang diminta menikah dengan seorang tokoh agama; dari perspektif hak anak, hal ini merupakan perbuatan kekerasan seksual terhadap anak karena dengan menikah pada usia dini, si anak terhalang hak atas pendidikan, mengalami kerentanan karena berhubungan seksual, dan hamil dalam usia yang tidak matang secara biologis.",konsep persetujuan dalam kekerasan seksual
https://www.kompas.id/baca/opini/2021/11/23/konsep-persetujuan-dalam-kekerasan-seksual,kalimat_25,1,"Akan tetapi, menurut nilai-nilai yang berkembang di dalam masyarakat, hal ini bukan sebuah perbuatan asusila, tapi sebagai ”berkah”, bahkan dianggap sebagai sesuatu yang membanggakan di dalam masyarakat.",konsep persetujuan dalam kekerasan seksual
https://www.kompas.id/baca/opini/2021/11/23/konsep-persetujuan-dalam-kekerasan-seksual,kalimat_26,1,Asusila didasarkan pada nilai-nilai kepatutan yang relatif dari satu masyarakat dengan masyarakat lainnya. Dampak yang dialami oleh anak tersebut akibat perkawinan anak itu bukan menjadi perhatian dari perbuatan asusila.,konsep persetujuan dalam kekerasan seksual
https://www.kompas.id/baca/opini/2021/11/23/konsep-persetujuan-dalam-kekerasan-seksual,kalimat_27,1,"Di satu masyarakat dianggap asusila di masyarakat lain tidak dianggap sebagai perbuatan asusila. Dalam konteks kekerasan seksual, pendekatan asusila ini telah mengalami pergeseran di dalam UU Perlindungan Anak 2014 di mana tekanan perlindungan adalah dalam konteks kekerasan yang berdampak pada anak, termasuk dampak seksual, sebagai dari bentuk kekerasan seksual.",konsep persetujuan dalam kekerasan seksual
https://www.kompas.id/baca/opini/2021/11/23/konsep-persetujuan-dalam-kekerasan-seksual,kalimat_28,1,"Kekerasan terhadap anak didefinisikan sebagai: ”... perbuatan terhadap anak yang berakibat timbulnya kesengsaraan atau penderitaan secara fisik, psikis, seksual, dan/atau penelantaran, termasuk ancaman untuk melakukan perbuatan, pemaksaan, atau perampasan kemerdekaan secara melawan hukum”.",konsep persetujuan dalam kekerasan seksual
https://www.kompas.id/baca/opini/2021/11/23/konsep-persetujuan-dalam-kekerasan-seksual,kalimat_29,1,Konsep ”persetujuan” juga terlampaui (tidak menjadi satu elemen yang perlu dibuktikan) dalam kondisi posisi seseorang yang tidak berdaya. Hal ini misalnya di atur di dalam UU Pemberantasan Tindak Pidana Perdagangan Orang (UU PTPPO).,konsep persetujuan dalam kekerasan seksual
https://www.kompas.id/baca/opini/2021/11/23/konsep-persetujuan-dalam-kekerasan-seksual,kalimat_30,1,"Ada dua tekanan konsepsi ”persetujuan” di dalam UU PTTPO, bahwa perbuatan dapat disebut sebagai perbuatan perdagangan orang walaupun perbuatan tersebut dilakukan berdasarkan persetujuan dari orang yang memegang kendali atas orang yang diperdagangkan tersebut.",konsep persetujuan dalam kekerasan seksual
https://www.kompas.id/baca/opini/2021/11/23/konsep-persetujuan-dalam-kekerasan-seksual,kalimat_31,1,"UU PTPPO juga mendefinisikan eksploitasi sebagai ”tindakan dengan atau tanpa persetujuan korban yang meliputi, tetapi tidak terbatas pada pelacuran, kerja atau pelayanan paksa, perbudakan atau praktik serupa perbudakan, penindasan, pemerasan, pemanfaatan fisik, seksual, organ reproduksi, atau secara melawan hukum … atau memanfaatkan tenaga atau kemampuan seseorang oleh pihak lain untuk mendapatkan keuntungan, baik materiil maupun immateriil”.",konsep persetujuan dalam kekerasan seksual
https://www.kompas.id/baca/opini/2021/11/23/konsep-persetujuan-dalam-kekerasan-seksual,kalimat_32,1,Hal ini dipertegas dalam Pasal 26 UU PTPPO bahwa konsepsi persetujuan korban perdagangan orang tidak menghilangkan penuntutan tindak pidana perdagangan orang.,konsep persetujuan dalam kekerasan seksual
https://www.kompas.id/baca/opini/2021/11/23/konsep-persetujuan-dalam-kekerasan-seksual,kalimat_33,1,"
    Konsepsi ”persetujuan” yang diperdebatkan dalam konteks Permendiknas No 30/2021 tentu memiliki konteks yang berbeda.
  ",konsep persetujuan dalam kekerasan seksual
https://www.kompas.id/baca/opini/2021/11/23/konsep-persetujuan-dalam-kekerasan-seksual,kalimat_34,1,"Pelampauan dimensi ”persetujuan” ini dalam konteks spesifik pun menjadi isu penting dalam praktik-praktik penanganan kasus kekerasan seksual di tingkat global, khususnya dalam Mahkamah Pidana Internasional.",konsep persetujuan dalam kekerasan seksual
https://www.kompas.id/baca/opini/2021/11/23/konsep-persetujuan-dalam-kekerasan-seksual,kalimat_35,1,"Dalam konteks hukum pidana internasional dalam kasus-kasus pelanggaran HAM berat, kekerasan seksual sebagai bagian dari genosida ataupun kejahatan terhadap kemanusiaan, maka ”ketidaksetujuan yang sebenar-benarnya” (genuine consent) tidak menjadi elemen yang perlu dibuktikan, tetapi sebagai pembelaan afirmatif yang menguatkan adanya perbuatan kekerasan seksual (Wolfgan & Peterson, 2007).",konsep persetujuan dalam kekerasan seksual
https://www.kompas.id/baca/opini/2021/11/23/konsep-persetujuan-dalam-kekerasan-seksual,kalimat_36,1,"Argumentasinya adalah dalam konteks genosida dan kejahatan kemanusiaan, perempuan yang menolak akan sangat berisiko terhadap kehilangan nyawa sehingga kondisi persetujuan yang sebenar-benarnya pasti akan sulit dipenuhi.",konsep persetujuan dalam kekerasan seksual
https://www.kompas.id/baca/opini/2021/11/23/konsep-persetujuan-dalam-kekerasan-seksual,kalimat_37,1,"Dengan demikian, pengadilan tidak perlu membuktikan apakah terjadi persetujuan atau ketidaksetujuan yang sebenar-benarnya, tetapi jika elemen ini dapat dibuktikan menjadi tambahan saja untuk menjelaskan bagaimana terjadinya kekerasan seksual.",konsep persetujuan dalam kekerasan seksual
https://www.kompas.id/baca/opini/2021/11/23/konsep-persetujuan-dalam-kekerasan-seksual,kalimat_38,1,"Dari pembahasan khusus terkait dengan konsepsi persetujuan dalam konteks kekerasan seksual memiliki dua tingkatan: tingkatan pertama atau mendasar bahwa konsep tidak mendapatkan persetujuan menjadi konsep yang dimasukkan sebagai elemen perbuatan yang dilarang; hal ini ketika ketidaksetujuan tersublim ke dalam beragam bentuk kekerasan, ancaman kekerasan, tipu daya, dan bentuk-bentuk paksaan lainnya.",konsep persetujuan dalam kekerasan seksual
https://www.kompas.id/baca/opini/2021/11/23/konsep-persetujuan-dalam-kekerasan-seksual,kalimat_39,1,"Namun, dalam kasus-kasus berdimensi khusus, di mana ada ketidakberdayaan, maka konsep persetujuan dapat dilampaui dan tidak perlu tidak menjadi elemen yang melekat pada perbuatan tersebut. Mengapa, karena karakter dari kasus-kasus khusus itu sendiri yang sudah meletakkan adanya berbagai bentuk situasi kerentanan.",konsep persetujuan dalam kekerasan seksual
https://www.kompas.id/baca/opini/2021/11/23/konsep-persetujuan-dalam-kekerasan-seksual,kalimat_40,1,"Konsepsi ”persetujuan” yang diperdebatkan dalam konteks Permendiknas No 30/2021 tentu memiliki konteks yang berbeda. Penolak Permendiknas No 30/2021 memutarbalikkan prinsip persetujuan bahwa tanpa ada persetujuan, perbuatan itu diperkenankan.",konsep persetujuan dalam kekerasan seksual
https://www.kompas.id/baca/opini/2021/11/23/konsep-persetujuan-dalam-kekerasan-seksual,kalimat_41,1,"Dalam konteks perdagangan orang, kekerasan seksual dalam keadaan tidak berdaya, kekerasan terhadap anak dan pelanggaran HAM berat sebagaimana saya sampaikan tadi, maka benar bahwa ”adanya persetujuan” tidak dianggap perlu, tetapi hal ini tidak bisa dianggap sebagai pembenar terhadap perbuatan kekerasan.",konsep persetujuan dalam kekerasan seksual
https://www.kompas.id/baca/riset/2021/11/22/impian-menjadi-pns-tinggal-impian,kalimat_1,3,"Di tengah derasnya arus disrupsi teknologi dan wacana pembatasan perekrutan pegawai negeri sipil, pekerjaan PNS masih menjadi cita-cita banyak orang. Namun, impian menjadi PNS tampak makin sulit diraih.",impian menjadi pns tinggal impian
https://www.kompas.id/baca/riset/2021/11/22/impian-menjadi-pns-tinggal-impian,kalimat_2,3,Menjadi pegawai negeri sipil (PNS) adalah impian banyak orang. Setiap rekrutmen aparatur sipil negara (ASN) yang terdiri dari calon pegawai negeri sipil (CPNS) dan pegawai pemerintah dengan perjanjian kerja (PPPK) selalu diikuti pendaftar yang membeludak.,impian menjadi pns tinggal impian
https://www.kompas.id/baca/riset/2021/11/22/impian-menjadi-pns-tinggal-impian,kalimat_3,3,"Tahun 2021, merujuk catatan Badan Kepegawaian Negara (BKN), total pelamar CPNS dan PPPK mencapai 4.542.798 orang dengan 4.030.134 pelamar yang merampungkan proses pendaftaran atau melakukan submit.",impian menjadi pns tinggal impian
https://www.kompas.id/baca/riset/2021/11/22/impian-menjadi-pns-tinggal-impian,kalimat_4,3,Sementara total kebutuhan ASN 2021 sebanyak 676.733 formasi yang terdiri dari CPNS 128.016 lowongan dan PPPK sebanyak 548.717 lowongan.,impian menjadi pns tinggal impian
https://www.kompas.id/baca/riset/2021/11/22/impian-menjadi-pns-tinggal-impian,kalimat_5,3,"Pada 2019, jumlah pelamar CPNS bahkan menembus angka 5,05 juta orang. Angka ini tercatat terbesar sepanjang sejarah penerimaan CPNS. Proses perekrutannya pun berlangsung hingga tahun 2020 akibat terjadinya pandemi Covid-19 yang berimbas pada ditiadakannya perekrutan CPNS 2020.",impian menjadi pns tinggal impian
https://www.kompas.id/baca/riset/2021/11/22/impian-menjadi-pns-tinggal-impian,kalimat_6,3,Data tersebut menunjukkan bahwa profesi menjadi abdi negara ini masih sangat banyak peminatnya dan pengumuman perekrutannya menjadi momen yang ditunggu-tunggu.,impian menjadi pns tinggal impian
https://www.kompas.id/baca/riset/2021/11/22/impian-menjadi-pns-tinggal-impian,kalimat_7,3,"Tidak hanya para pencari kerja yang menanti momen perekrutan PNS, tetapi juga karyawan swasta yang mencoba peruntungan menjadi PNS.",impian menjadi pns tinggal impian
https://www.kompas.id/baca/riset/2021/11/22/impian-menjadi-pns-tinggal-impian,kalimat_8,3,"Dalam jajak pendapat Litbang Kompas pada November 2019 terekam, hampir separuh responden (47 persen) mahasiswa di 34 provinsi menginginkan profesi sebagai PNS. Jumlah ini pun masih bisa bertambah karena 16 persen kalangan milenial ini mengaku masih pikir-pikir.",impian menjadi pns tinggal impian
https://www.kompas.id/baca/riset/2021/11/22/impian-menjadi-pns-tinggal-impian,kalimat_9,3,Baca juga : Kecurangan Tes Calon ASN Bisa Rugikan Pelayanan Publik,impian menjadi pns tinggal impian
https://www.kompas.id/baca/riset/2021/11/22/impian-menjadi-pns-tinggal-impian,kalimat_10,3,”Job security”,impian menjadi pns tinggal impian
https://www.kompas.id/baca/riset/2021/11/22/impian-menjadi-pns-tinggal-impian,kalimat_11,3,"Minat kaum muda, terutama di daerah, yang masih begitu tinggi untuk menjadi PNS ini, antara lain, dilatarbelakangi faktor ekonomi dan sosial budaya. Profesi sebagai ASN, khususnya PNS, dipandang sebagai profesi yang bergengsi atau terhormat di masyarakat.",impian menjadi pns tinggal impian
https://www.kompas.id/baca/riset/2021/11/22/impian-menjadi-pns-tinggal-impian,kalimat_12,3,"Profesi yang merupakan warisan zaman kolonial Belanda ini secara struktural kepegawaian hanya sebagai pegawai kasar atau kelas bawah. Akan tetapi, status sosial sebagai pegawai pemerintah dipandang tinggi derajatnya di mata rakyat bumiputra yang mayoritas menjadi petani.",impian menjadi pns tinggal impian
https://www.kompas.id/baca/riset/2021/11/22/impian-menjadi-pns-tinggal-impian,kalimat_13,3,Apalagi untuk menjadi pegawai pemerintah kolonial saat itu dibutuhkan mengenyam pendidikan sekolah yang jarang dilakoni masyarakat kebanyakan.,impian menjadi pns tinggal impian
https://www.kompas.id/baca/riset/2021/11/22/impian-menjadi-pns-tinggal-impian,kalimat_14,3,"Berbeda dengan situasi sosial ekonomi saat ini, alasan ekonomi menjadi motivasi paling kuat bagi para pencari kerja berebut posisi sebagai PNS. Kestabilan secara finansial, jenjang karier yang jelas, dan masa pensiun yang cukup terjamin dinilai merupakan gambaran keamanan kerja (job security) yang lumayan ideal untuk zaman ini.",impian menjadi pns tinggal impian
https://www.kompas.id/baca/riset/2021/11/22/impian-menjadi-pns-tinggal-impian,kalimat_15,3,"Menurut Borg dan Elizur (1992) dalam Staufenbiel dan Konig (2011), job security dapat didefinisikan sebagai keyakinan individu terhadap  keberlangsungan pekerjaan yang dimiliki saat ini serta mencakup kesempatan  promosi, kondisi pekerjaan pada umumnya, dan kesempatan untuk terus berkarier dalam jangka waktu yang panjang.",impian menjadi pns tinggal impian
https://www.kompas.id/baca/riset/2021/11/22/impian-menjadi-pns-tinggal-impian,kalimat_16,3,"Terkait job security ini, pandemi yang sedang terjadi menjadi bukti bahwa PNS adalah profesi yang paling aman, di saat profesi formal yang lain (karyawan) menghadapi ancaman pemotongan gaji, bahkan berguguran karena pemutusan hubungan kerja (PHK).",impian menjadi pns tinggal impian
https://www.kompas.id/baca/riset/2021/11/22/impian-menjadi-pns-tinggal-impian,kalimat_17,3,"Meski sumber imbalan yang rutin diterima PNS (yaitu THR dan gaji ke-13) terimbas mengalami pemotongan untuk membantu penanganan Covid-19, kesejahteraan PNS dipandang tetap terjamin.",impian menjadi pns tinggal impian
https://www.kompas.id/baca/riset/2021/11/22/impian-menjadi-pns-tinggal-impian,kalimat_18,3,"Hal inilah yang membuat sebagian pencari kerja tertipu oleh praktik-praktik ilegal oknum yang berdalih bisa membantu meloloskan menjadi PNS. Mereka rela mengeluarkan sejumlah uang kepada oknum, yang berujung kasus penipuan.",impian menjadi pns tinggal impian
https://www.kompas.id/baca/riset/2021/11/22/impian-menjadi-pns-tinggal-impian,kalimat_19,3,"Padahal, pemerintah sudah memperbaiki sistem perekrutan PNS yang lebih ketat (memanfaatkan teknologi dan dalam jaringan/online) dan transparan untuk menghindari terjadinya kecurangan.",impian menjadi pns tinggal impian
https://www.kompas.id/baca/riset/2021/11/22/impian-menjadi-pns-tinggal-impian,kalimat_20,3,Baca juga : Pelamar Calon ASN Masih Kesulitan Sampaikan Sanggahan,impian menjadi pns tinggal impian
https://www.kompas.id/baca/riset/2021/11/22/impian-menjadi-pns-tinggal-impian,kalimat_21,3,Disrupsi teknologi   ,impian menjadi pns tinggal impian
https://www.kompas.id/baca/riset/2021/11/22/impian-menjadi-pns-tinggal-impian,kalimat_22,3,"Mengutip catatan Rhenald Kasali dalam Kompas.com, dalam banyak segi PNS adalah profesi paradoks, yaitu posisinya kuat dan penting, tetapi sekaligus lemah.",impian menjadi pns tinggal impian
https://www.kompas.id/baca/riset/2021/11/22/impian-menjadi-pns-tinggal-impian,kalimat_23,3,"Begitu penting dan kuatnya sehingga dalam menjalankan tugasnya harus disumpah, diseleksi dari jutaan orang untuk menegakkan aturan dan memegang mandat undang-undang. Namun, di sisi lain, desain organisasi, aturan, dan perilakunya membuat mereka lemah.",impian menjadi pns tinggal impian
https://www.kompas.id/baca/riset/2021/11/22/impian-menjadi-pns-tinggal-impian,kalimat_24,3,"Hal inilah yang membuat ASN masih menghadapi persoalan terkait sumber daya manusia. Jumlah PNS dalam satu dekade terakhir yang fluktuatif dan cenderung menurun setelah moratorium tahun 2015 masih dinilai terlalu gemuk. Hingga Juni 2021, tercatat 4.081.824 orang dengan proporsi 23 persen PNS pusat dan 77 persen PNS daerah.",impian menjadi pns tinggal impian
https://www.kompas.id/baca/riset/2021/11/22/impian-menjadi-pns-tinggal-impian,kalimat_25,3,"Minat menjadi PNS di daerah memang tergolong tinggi, apalagi jika daerah tersebut tidak memiliki sumber daya alam potensial bagi tumbuhnya industri yang memberi kesempatan bagi putra daerah untuk bekerja di sana. Di tempat seperti ini, menjadi PNS merupakan profesi yang diperebutkan lebih ketat.",impian menjadi pns tinggal impian
https://www.kompas.id/baca/riset/2021/11/22/impian-menjadi-pns-tinggal-impian,kalimat_26,3,"Berdasarkan data BKN, pada tahun 2021, dari total 3.132.774 PNS di instansi di daerah, paling banyak tersebar di Jawa Timur, diikuti Jawa Tengah, Jawa Barat, Sumatera Utara, dan Sulawesi Selatan.",impian menjadi pns tinggal impian
https://www.kompas.id/baca/riset/2021/11/22/impian-menjadi-pns-tinggal-impian,kalimat_27,3,"Sementara itu, dari total 4,2 juta PNS tahun 2020, 1,6 juta orang (38 persen) menjabat posisi administrasi. Menurut Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Tjahjo Kumolo, jumlah itu masih terlalu banyak dan tidak bisa dialihfungsikan ke jabatan atau fungsi jabatan lain sehingga perlu ada evaluasi jabatan PNS secara menyeluruh.",impian menjadi pns tinggal impian
https://www.kompas.id/baca/riset/2021/11/22/impian-menjadi-pns-tinggal-impian,kalimat_28,3,"Jumlah PNS yang terlalu besar juga berpengaruh pada anggaran pemerintah untuk belanja pegawai. Paling tidak pos belanja yang berhubungan dengan PNS adalah belanja pegawai tidak langsung, belanja pegawai langsung, serta belanja barang dan jasa yang proporsinya bisa jadi lebih besar dibandingkan pos belanja lain.",impian menjadi pns tinggal impian
https://www.kompas.id/baca/riset/2021/11/22/impian-menjadi-pns-tinggal-impian,kalimat_29,3,"Dalam Rancangan Anggaran Pendapatan dan Belanja Negara (RAPBN) 2022, anggaran belanja pegawai dialokasikan sebesar Rp 426,8 triliun. Angka ini naik 6,9 persen dari outlook 2021 yang sebesar Rp 399,3 triliun.",impian menjadi pns tinggal impian
